o_bor,d_bor,occ_type,count,is_prof
Enfield,Lambeth,5_trade,48,FALSE
Enfield,Lambeth,6_caring_leisure,34,FALSE
Enfield,Lambeth,7_sales_customer,49,FALSE
Enfield,Lambeth,8_machine_operatives,26,FALSE
Enfield,Lambeth,9_elementary,105,FALSE
Enfield,Lewisham,1_managers_senior,32,TRUE
Enfield,Lewisham,2_professional,40,TRUE
Enfield,Lewisham,3_associate_professional,16,TRUE
Enfield,Lewisham,4_administrative,15,FALSE
Enfield,Lewisham,5_trade,26,FALSE
Enfield,Lewisham,6_caring_leisure,8,FALSE
Enfield,Lewisham,7_sales_customer,37,FALSE
Enfield,Lewisham,8_machine_operatives,9,FALSE
Enfield,Lewisham,9_elementary,22,FALSE
Enfield,Merton,1_managers_senior,14,TRUE
Enfield,Merton,2_professional,32,TRUE
Enfield,Merton,3_associate_professional,20,TRUE
Enfield,Merton,4_administrative,6,FALSE
Enfield,Merton,5_trade,12,FALSE
Enfield,Merton,6_caring_leisure,13,FALSE
Enfield,Merton,7_sales_customer,15,FALSE
Enfield,Merton,8_machine_operatives,9,FALSE
Enfield,Merton,9_elementary,12,FALSE
Enfield,Newham,1_managers_senior,124,TRUE
Enfield,Newham,2_professional,218,TRUE
Enfield,Newham,3_associate_professional,114,TRUE
Enfield,Newham,4_administrative,128,FALSE
Enfield,Newham,5_trade,64,FALSE
Enfield,Newham,6_caring_leisure,58,FALSE
Enfield,Newham,7_sales_customer,113,FALSE
Enfield,Newham,8_machine_operatives,73,FALSE
Enfield,Newham,9_elementary,114,FALSE
Enfield,Redbridge,1_managers_senior,86,TRUE
Enfield,Redbridge,2_professional,194,TRUE
Enfield,Redbridge,3_associate_professional,86,TRUE
Enfield,Redbridge,4_administrative,71,FALSE
Enfield,Redbridge,5_trade,54,FALSE
Enfield,Redbridge,6_caring_leisure,53,FALSE
Enfield,Redbridge,7_sales_customer,59,FALSE
Enfield,Redbridge,8_machine_operatives,23,FALSE
Enfield,Redbridge,9_elementary,67,FALSE
Enfield,Richmond upon Thames,1_managers_senior,13,TRUE
Enfield,Richmond upon Thames,2_professional,38,TRUE
Enfield,Richmond upon Thames,3_associate_professional,18,TRUE
Enfield,Richmond upon Thames,4_administrative,9,FALSE
Enfield,Richmond upon Thames,5_trade,10,FALSE
Enfield,Richmond upon Thames,6_caring_leisure,11,FALSE
Enfield,Richmond upon Thames,7_sales_customer,13,FALSE
Enfield,Richmond upon Thames,8_machine_operatives,5,FALSE
Enfield,Richmond upon Thames,9_elementary,17,FALSE
Enfield,Southwark,1_managers_senior,249,TRUE
Enfield,Southwark,2_professional,492,TRUE
Enfield,Southwark,3_associate_professional,383,TRUE
Enfield,Southwark,4_administrative,289,FALSE
Enfield,Southwark,5_trade,124,FALSE
Enfield,Southwark,6_caring_leisure,53,FALSE
Enfield,Southwark,7_sales_customer,78,FALSE
Enfield,Southwark,8_machine_operatives,43,FALSE
Enfield,Southwark,9_elementary,148,FALSE
Enfield,Sutton,1_managers_senior,8,TRUE
Enfield,Sutton,2_professional,15,TRUE
Enfield,Sutton,3_associate_professional,6,TRUE
Enfield,Sutton,4_administrative,4,FALSE
Enfield,Sutton,5_trade,3,FALSE
Enfield,Sutton,6_caring_leisure,7,FALSE
Enfield,Sutton,7_sales_customer,1,FALSE
Enfield,Sutton,8_machine_operatives,1,FALSE
Enfield,Sutton,9_elementary,12,FALSE
Enfield,Tower Hamlets,1_managers_senior,485,TRUE
Enfield,Tower Hamlets,2_professional,711,TRUE
Enfield,Tower Hamlets,3_associate_professional,570,TRUE
Enfield,Tower Hamlets,4_administrative,430,FALSE
Enfield,Tower Hamlets,5_trade,146,FALSE
Enfield,Tower Hamlets,6_caring_leisure,84,FALSE
Enfield,Tower Hamlets,7_sales_customer,119,FALSE
Enfield,Tower Hamlets,8_machine_operatives,88,FALSE
Enfield,Tower Hamlets,9_elementary,125,FALSE
Enfield,Waltham Forest,1_managers_senior,251,TRUE
Enfield,Waltham Forest,2_professional,445,TRUE
Enfield,Waltham Forest,3_associate_professional,217,TRUE
Enfield,Waltham Forest,4_administrative,224,FALSE
Enfield,Waltham Forest,5_trade,206,FALSE
Enfield,Waltham Forest,6_caring_leisure,204,FALSE
Enfield,Waltham Forest,7_sales_customer,264,FALSE
Enfield,Waltham Forest,8_machine_operatives,145,FALSE
Enfield,Waltham Forest,9_elementary,237,FALSE
Enfield,Wandsworth,1_managers_senior,49,TRUE
Enfield,Wandsworth,2_professional,80,TRUE
Enfield,Wandsworth,3_associate_professional,63,TRUE
Enfield,Wandsworth,4_administrative,48,FALSE
Enfield,Wandsworth,5_trade,27,FALSE
Enfield,Wandsworth,6_caring_leisure,34,FALSE
Enfield,Wandsworth,7_sales_customer,25,FALSE
Enfield,Wandsworth,8_machine_operatives,23,FALSE
Enfield,Wandsworth,9_elementary,52,FALSE
Enfield,Westminster,1_managers_senior,1078,TRUE
Enfield,Westminster,2_professional,1711,TRUE
Enfield,Westminster,3_associate_professional,1534,TRUE
Enfield,Westminster,4_administrative,1857,FALSE
Enfield,Westminster,5_trade,431,FALSE
Enfield,Westminster,6_caring_leisure,380,FALSE
Enfield,Westminster,7_sales_customer,766,FALSE
Enfield,Westminster,8_machine_operatives,175,FALSE
Enfield,Westminster,9_elementary,715,FALSE
Greenwich,Barking and Dagenham,1_managers_senior,30,TRUE
Greenwich,Barking and Dagenham,2_professional,59,TRUE
Greenwich,Barking and Dagenham,3_associate_professional,30,TRUE
Greenwich,Barking and Dagenham,4_administrative,26,FALSE
Greenwich,Barking and Dagenham,5_trade,49,FALSE
Greenwich,Barking and Dagenham,6_caring_leisure,14,FALSE
Greenwich,Barking and Dagenham,7_sales_customer,14,FALSE
Greenwich,Barking and Dagenham,8_machine_operatives,64,FALSE
Greenwich,Barking and Dagenham,9_elementary,42,FALSE
Greenwich,Barnet,1_managers_senior,27,TRUE
Greenwich,Barnet,2_professional,73,TRUE
Greenwich,Barnet,3_associate_professional,46,TRUE
Greenwich,Barnet,4_administrative,35,FALSE
Greenwich,Barnet,5_trade,31,FALSE
Greenwich,Barnet,6_caring_leisure,29,FALSE
Greenwich,Barnet,7_sales_customer,19,FALSE
Greenwich,Barnet,8_machine_operatives,20,FALSE
Greenwich,Barnet,9_elementary,37,FALSE
Greenwich,Bexley,1_managers_senior,344,TRUE
Greenwich,Bexley,2_professional,853,TRUE
Greenwich,Bexley,3_associate_professional,428,TRUE
Greenwich,Bexley,4_administrative,610,FALSE
Greenwich,Bexley,5_trade,408,FALSE
Greenwich,Bexley,6_caring_leisure,668,FALSE
Greenwich,Bexley,7_sales_customer,784,FALSE
Greenwich,Bexley,8_machine_operatives,692,FALSE
Greenwich,Bexley,9_elementary,1029,FALSE
Greenwich,Brent,1_managers_senior,24,TRUE
Greenwich,Brent,2_professional,68,TRUE
Greenwich,Brent,3_associate_professional,52,TRUE
Greenwich,Brent,4_administrative,43,FALSE
Greenwich,Brent,5_trade,40,FALSE
Greenwich,Brent,6_caring_leisure,29,FALSE
Greenwich,Brent,7_sales_customer,92,FALSE
Greenwich,Brent,8_machine_operatives,33,FALSE
Greenwich,Brent,9_elementary,53,FALSE
Greenwich,Bromley,1_managers_senior,267,TRUE
Greenwich,Bromley,2_professional,562,TRUE
Greenwich,Bromley,3_associate_professional,290,TRUE
Greenwich,Bromley,4_administrative,392,FALSE
Greenwich,Bromley,5_trade,284,FALSE
Greenwich,Bromley,6_caring_leisure,495,FALSE
Greenwich,Bromley,7_sales_customer,480,FALSE
Greenwich,Bromley,8_machine_operatives,215,FALSE
Greenwich,Bromley,9_elementary,344,FALSE
Greenwich,Camden,1_managers_senior,433,TRUE
Greenwich,Camden,2_professional,1179,TRUE
Greenwich,Camden,3_associate_professional,688,TRUE
Greenwich,Camden,4_administrative,622,FALSE
Greenwich,Camden,5_trade,147,FALSE
Greenwich,Camden,6_caring_leisure,200,FALSE
Greenwich,Camden,7_sales_customer,200,FALSE
Greenwich,Camden,8_machine_operatives,80,FALSE
Greenwich,Camden,9_elementary,286,FALSE
Greenwich,City of London,1_managers_senior,977,TRUE
Greenwich,City of London,2_professional,2014,TRUE
Greenwich,City of London,3_associate_professional,1719,TRUE
Greenwich,City of London,4_administrative,1300,FALSE
Greenwich,City of London,5_trade,203,FALSE
Greenwich,City of London,6_caring_leisure,126,FALSE
Greenwich,City of London,7_sales_customer,205,FALSE
Greenwich,City of London,8_machine_operatives,71,FALSE
Greenwich,City of London,9_elementary,475,FALSE
Greenwich,Croydon,1_managers_senior,73,TRUE
Greenwich,Croydon,2_professional,152,TRUE
Greenwich,Croydon,3_associate_professional,69,TRUE
Greenwich,Croydon,4_administrative,56,FALSE
Greenwich,Croydon,5_trade,57,FALSE
Greenwich,Croydon,6_caring_leisure,78,FALSE
Greenwich,Croydon,7_sales_customer,44,FALSE
Greenwich,Croydon,8_machine_operatives,40,FALSE
Greenwich,Croydon,9_elementary,62,FALSE
Greenwich,Ealing,1_managers_senior,29,TRUE
Greenwich,Ealing,2_professional,68,TRUE
Greenwich,Ealing,3_associate_professional,45,TRUE
Greenwich,Ealing,4_administrative,38,FALSE
Greenwich,Ealing,5_trade,27,FALSE
Greenwich,Ealing,6_caring_leisure,24,FALSE
Greenwich,Ealing,7_sales_customer,23,FALSE
Greenwich,Ealing,8_machine_operatives,21,FALSE
Greenwich,Ealing,9_elementary,35,FALSE
Greenwich,Enfield,1_managers_senior,22,TRUE
Greenwich,Enfield,2_professional,46,TRUE
Greenwich,Enfield,3_associate_professional,28,TRUE
Greenwich,Enfield,4_administrative,19,FALSE
Greenwich,Enfield,5_trade,31,FALSE
Greenwich,Enfield,6_caring_leisure,17,FALSE
Greenwich,Enfield,7_sales_customer,38,FALSE
Greenwich,Enfield,8_machine_operatives,20,FALSE
Greenwich,Enfield,9_elementary,62,FALSE
Greenwich,Greenwich,1_managers_senior,1685,TRUE
Greenwich,Greenwich,2_professional,4047,TRUE
Greenwich,Greenwich,3_associate_professional,2160,TRUE
Greenwich,Greenwich,4_administrative,2756,FALSE
Greenwich,Greenwich,5_trade,1457,FALSE
Greenwich,Greenwich,6_caring_leisure,4079,FALSE
Greenwich,Greenwich,7_sales_customer,2879,FALSE
Greenwich,Greenwich,8_machine_operatives,1149,FALSE
Greenwich,Greenwich,9_elementary,3547,FALSE
Greenwich,Hackney,1_managers_senior,182,TRUE
Greenwich,Hackney,2_professional,294,TRUE
Greenwich,Hackney,3_associate_professional,227,TRUE
Greenwich,Hackney,4_administrative,139,FALSE
Greenwich,Hackney,5_trade,78,FALSE
Greenwich,Hackney,6_caring_leisure,82,FALSE
Greenwich,Hackney,7_sales_customer,48,FALSE
Greenwich,Hackney,8_machine_operatives,41,FALSE
Greenwich,Hackney,9_elementary,95,FALSE
Greenwich,Hammersmith and Fulham,1_managers_senior,85,TRUE
Greenwich,Hammersmith and Fulham,2_professional,230,TRUE
Greenwich,Hammersmith and Fulham,3_associate_professional,195,TRUE
Greenwich,Hammersmith and Fulham,4_administrative,115,FALSE
Greenwich,Hammersmith and Fulham,5_trade,43,FALSE
Greenwich,Hammersmith and Fulham,6_caring_leisure,63,FALSE
Greenwich,Hammersmith and Fulham,7_sales_customer,83,FALSE
Greenwich,Hammersmith and Fulham,8_machine_operatives,22,FALSE
Greenwich,Hammersmith and Fulham,9_elementary,108,FALSE
Greenwich,Haringey,1_managers_senior,33,TRUE
Greenwich,Haringey,2_professional,49,TRUE
Greenwich,Haringey,3_associate_professional,28,TRUE
Greenwich,Haringey,4_administrative,30,FALSE
Greenwich,Haringey,5_trade,17,FALSE
Greenwich,Haringey,6_caring_leisure,28,FALSE
Greenwich,Haringey,7_sales_customer,31,FALSE
Greenwich,Haringey,8_machine_operatives,15,FALSE
Greenwich,Haringey,9_elementary,44,FALSE
Greenwich,Harrow,1_managers_senior,9,TRUE
Greenwich,Harrow,2_professional,21,TRUE
Greenwich,Harrow,3_associate_professional,4,TRUE
Greenwich,Harrow,4_administrative,3,FALSE
Greenwich,Harrow,5_trade,9,FALSE
Greenwich,Harrow,6_caring_leisure,8,FALSE
Greenwich,Harrow,7_sales_customer,5,FALSE
Greenwich,Harrow,8_machine_operatives,4,FALSE
Greenwich,Harrow,9_elementary,9,FALSE
Greenwich,Havering,1_managers_senior,16,TRUE
Greenwich,Havering,2_professional,61,TRUE
Greenwich,Havering,3_associate_professional,32,TRUE
Greenwich,Havering,4_administrative,10,FALSE
Greenwich,Havering,5_trade,24,FALSE
Greenwich,Havering,6_caring_leisure,8,FALSE
Greenwich,Havering,7_sales_customer,18,FALSE
Greenwich,Havering,8_machine_operatives,23,FALSE
Greenwich,Havering,9_elementary,25,FALSE
Greenwich,Hillingdon,1_managers_senior,15,TRUE
Greenwich,Hillingdon,2_professional,42,TRUE
Greenwich,Hillingdon,3_associate_professional,24,TRUE
Greenwich,Hillingdon,4_administrative,17,FALSE
Greenwich,Hillingdon,5_trade,22,FALSE
Greenwich,Hillingdon,6_caring_leisure,16,FALSE
Greenwich,Hillingdon,7_sales_customer,9,FALSE
Greenwich,Hillingdon,8_machine_operatives,18,FALSE
Greenwich,Hillingdon,9_elementary,32,FALSE
Greenwich,Hounslow,1_managers_senior,35,TRUE
Greenwich,Hounslow,2_professional,72,TRUE
Greenwich,Hounslow,3_associate_professional,78,TRUE
Greenwich,Hounslow,4_administrative,31,FALSE
Greenwich,Hounslow,5_trade,23,FALSE
Greenwich,Hounslow,6_caring_leisure,17,FALSE
Greenwich,Hounslow,7_sales_customer,18,FALSE
Greenwich,Hounslow,8_machine_operatives,23,FALSE
Greenwich,Hounslow,9_elementary,44,FALSE
Greenwich,Islington,1_managers_senior,273,TRUE
Greenwich,Islington,2_professional,613,TRUE
Greenwich,Islington,3_associate_professional,487,TRUE
Greenwich,Islington,4_administrative,344,FALSE
Greenwich,Islington,5_trade,137,FALSE
Greenwich,Islington,6_caring_leisure,127,FALSE
Greenwich,Islington,7_sales_customer,112,FALSE
Greenwich,Islington,8_machine_operatives,65,FALSE
Greenwich,Islington,9_elementary,228,FALSE
Greenwich,Kensington and Chelsea,1_managers_senior,139,TRUE
Greenwich,Kensington and Chelsea,2_professional,227,TRUE
Greenwich,Kensington and Chelsea,3_associate_professional,165,TRUE
Greenwich,Kensington and Chelsea,4_administrative,156,FALSE
Greenwich,Kensington and Chelsea,5_trade,101,FALSE
Greenwich,Kensington and Chelsea,6_caring_leisure,137,FALSE
Greenwich,Kensington and Chelsea,7_sales_customer,178,FALSE
Greenwich,Kensington and Chelsea,8_machine_operatives,23,FALSE
Greenwich,Kensington and Chelsea,9_elementary,168,FALSE
Greenwich,Kingston upon Thames,1_managers_senior,15,TRUE
Greenwich,Kingston upon Thames,2_professional,26,TRUE
Greenwich,Kingston upon Thames,3_associate_professional,19,TRUE
Greenwich,Kingston upon Thames,4_administrative,12,FALSE
Greenwich,Kingston upon Thames,5_trade,12,FALSE
Greenwich,Kingston upon Thames,6_caring_leisure,9,FALSE
Greenwich,Kingston upon Thames,7_sales_customer,13,FALSE
Greenwich,Kingston upon Thames,8_machine_operatives,5,FALSE
Greenwich,Kingston upon Thames,9_elementary,15,FALSE
Greenwich,Lambeth,1_managers_senior,229,TRUE
Greenwich,Lambeth,2_professional,814,TRUE
Greenwich,Lambeth,3_associate_professional,397,TRUE
Greenwich,Lambeth,4_administrative,363,FALSE
Greenwich,Lambeth,5_trade,143,FALSE
Greenwich,Lambeth,6_caring_leisure,254,FALSE
Greenwich,Lambeth,7_sales_customer,161,FALSE
Greenwich,Lambeth,8_machine_operatives,91,FALSE
Greenwich,Lambeth,9_elementary,276,FALSE
Greenwich,Lewisham,1_managers_senior,490,TRUE
Greenwich,Lewisham,2_professional,1208,TRUE
Greenwich,Lewisham,3_associate_professional,591,TRUE
Greenwich,Lewisham,4_administrative,751,FALSE
Greenwich,Lewisham,5_trade,434,FALSE
Greenwich,Lewisham,6_caring_leisure,831,FALSE
Greenwich,Lewisham,7_sales_customer,569,FALSE
Greenwich,Lewisham,8_machine_operatives,333,FALSE
Greenwich,Lewisham,9_elementary,564,FALSE
Greenwich,Merton,1_managers_senior,27,TRUE
Greenwich,Merton,2_professional,60,TRUE
Greenwich,Merton,3_associate_professional,40,TRUE
Greenwich,Merton,4_administrative,34,FALSE
Greenwich,Merton,5_trade,24,FALSE
Greenwich,Merton,6_caring_leisure,22,FALSE
Greenwich,Merton,7_sales_customer,24,FALSE
Greenwich,Merton,8_machine_operatives,27,FALSE
Greenwich,Merton,9_elementary,62,FALSE
Greenwich,Newham,1_managers_senior,150,TRUE
Greenwich,Newham,2_professional,386,TRUE
Greenwich,Newham,3_associate_professional,167,TRUE
Greenwich,Newham,4_administrative,170,FALSE
Greenwich,Newham,5_trade,86,FALSE
Greenwich,Newham,6_caring_leisure,127,FALSE
Greenwich,Newham,7_sales_customer,160,FALSE
Greenwich,Newham,8_machine_operatives,152,FALSE
Greenwich,Newham,9_elementary,258,FALSE
Greenwich,Redbridge,1_managers_senior,20,TRUE
Greenwich,Redbridge,2_professional,56,TRUE
Greenwich,Redbridge,3_associate_professional,29,TRUE
Greenwich,Redbridge,4_administrative,16,FALSE
Greenwich,Redbridge,5_trade,25,FALSE
Greenwich,Redbridge,6_caring_leisure,38,FALSE
Greenwich,Redbridge,7_sales_customer,14,FALSE
Greenwich,Redbridge,8_machine_operatives,10,FALSE
Greenwich,Redbridge,9_elementary,15,FALSE
Greenwich,Richmond upon Thames,1_managers_senior,20,TRUE
Greenwich,Richmond upon Thames,2_professional,52,TRUE
Greenwich,Richmond upon Thames,3_associate_professional,29,TRUE
Greenwich,Richmond upon Thames,4_administrative,10,FALSE
Greenwich,Richmond upon Thames,5_trade,10,FALSE
Greenwich,Richmond upon Thames,6_caring_leisure,11,FALSE
Greenwich,Richmond upon Thames,7_sales_customer,12,FALSE
Greenwich,Richmond upon Thames,8_machine_operatives,7,FALSE
Greenwich,Richmond upon Thames,9_elementary,19,FALSE
Greenwich,Southwark,1_managers_senior,635,TRUE
Greenwich,Southwark,2_professional,1412,TRUE
Greenwich,Southwark,3_associate_professional,861,TRUE
Greenwich,Southwark,4_administrative,888,FALSE
Greenwich,Southwark,5_trade,329,FALSE
Greenwich,Southwark,6_caring_leisure,378,FALSE
Greenwich,Southwark,7_sales_customer,345,FALSE
Greenwich,Southwark,8_machine_operatives,264,FALSE
Greenwich,Southwark,9_elementary,577,FALSE
Greenwich,Sutton,1_managers_senior,18,TRUE
Greenwich,Sutton,2_professional,28,TRUE
Greenwich,Sutton,3_associate_professional,26,TRUE
Greenwich,Sutton,4_administrative,13,FALSE
Greenwich,Sutton,5_trade,22,FALSE
Greenwich,Sutton,6_caring_leisure,27,FALSE
Greenwich,Sutton,7_sales_customer,15,FALSE
Greenwich,Sutton,8_machine_operatives,15,FALSE
Greenwich,Sutton,9_elementary,46,FALSE
Greenwich,Tower Hamlets,1_managers_senior,1172,TRUE
Greenwich,Tower Hamlets,2_professional,2003,TRUE
Greenwich,Tower Hamlets,3_associate_professional,1378,TRUE
Greenwich,Tower Hamlets,4_administrative,958,FALSE
Greenwich,Tower Hamlets,5_trade,266,FALSE
Greenwich,Tower Hamlets,6_caring_leisure,273,FALSE
Greenwich,Tower Hamlets,7_sales_customer,282,FALSE
Greenwich,Tower Hamlets,8_machine_operatives,129,FALSE
Greenwich,Tower Hamlets,9_elementary,423,FALSE
Greenwich,Waltham Forest,1_managers_senior,35,TRUE
Greenwich,Waltham Forest,2_professional,85,TRUE
Greenwich,Waltham Forest,3_associate_professional,44,TRUE
Greenwich,Waltham Forest,4_administrative,50,FALSE
Greenwich,Waltham Forest,5_trade,34,FALSE
Greenwich,Waltham Forest,6_caring_leisure,54,FALSE
Greenwich,Waltham Forest,7_sales_customer,38,FALSE
Greenwich,Waltham Forest,8_machine_operatives,45,FALSE
Greenwich,Waltham Forest,9_elementary,52,FALSE
Greenwich,Wandsworth,1_managers_senior,87,TRUE
Greenwich,Wandsworth,2_professional,169,TRUE
Greenwich,Wandsworth,3_associate_professional,118,TRUE
Greenwich,Wandsworth,4_administrative,85,FALSE
Greenwich,Wandsworth,5_trade,65,FALSE
Greenwich,Wandsworth,6_caring_leisure,97,FALSE
Greenwich,Wandsworth,7_sales_customer,59,FALSE
Greenwich,Wandsworth,8_machine_operatives,64,FALSE
Greenwich,Wandsworth,9_elementary,160,FALSE
Greenwich,Westminster,1_managers_senior,1140,TRUE
Greenwich,Westminster,2_professional,1974,TRUE
Greenwich,Westminster,3_associate_professional,1830,TRUE
Greenwich,Westminster,4_administrative,2071,FALSE
Greenwich,Westminster,5_trade,454,FALSE
Greenwich,Westminster,6_caring_leisure,463,FALSE
Greenwich,Westminster,7_sales_customer,765,FALSE
Greenwich,Westminster,8_machine_operatives,157,FALSE
Greenwich,Westminster,9_elementary,1065,FALSE
Hackney,Barking and Dagenham,1_managers_senior,18,TRUE
Hackney,Barking and Dagenham,2_professional,89,TRUE
Hackney,Barking and Dagenham,3_associate_professional,27,TRUE
Hackney,Barking and Dagenham,4_administrative,21,FALSE
Hackney,Barking and Dagenham,5_trade,21,FALSE
Hackney,Barking and Dagenham,6_caring_leisure,23,FALSE
Hackney,Barking and Dagenham,7_sales_customer,17,FALSE
Hackney,Barking and Dagenham,8_machine_operatives,32,FALSE
Hackney,Barking and Dagenham,9_elementary,25,FALSE
Hackney,Barnet,1_managers_senior,98,TRUE
Hackney,Barnet,2_professional,308,TRUE
Hackney,Barnet,3_associate_professional,116,TRUE
Hackney,Barnet,4_administrative,84,FALSE
Hackney,Barnet,5_trade,68,FALSE
Hackney,Barnet,6_caring_leisure,132,FALSE
Hackney,Barnet,7_sales_customer,104,FALSE
Hackney,Barnet,8_machine_operatives,33,FALSE
Hackney,Barnet,9_elementary,79,FALSE
Hackney,Bexley,1_managers_senior,10,TRUE
Hackney,Bexley,2_professional,28,TRUE
Hackney,Bexley,3_associate_professional,5,TRUE
Hackney,Bexley,4_administrative,1,FALSE
Hackney,Bexley,5_trade,14,FALSE
Hackney,Bexley,6_caring_leisure,5,FALSE
Hackney,Bexley,7_sales_customer,3,FALSE
Hackney,Bexley,8_machine_operatives,6,FALSE
Hackney,Bexley,9_elementary,19,FALSE
Hackney,Brent,1_managers_senior,59,TRUE
Hackney,Brent,2_professional,171,TRUE
Hackney,Brent,3_associate_professional,125,TRUE
Hackney,Brent,4_administrative,61,FALSE
Hackney,Brent,5_trade,49,FALSE
Hackney,Brent,6_caring_leisure,68,FALSE
Hackney,Brent,7_sales_customer,47,FALSE
Hackney,Brent,8_machine_operatives,47,FALSE
Hackney,Brent,9_elementary,79,FALSE
Hackney,Bromley,1_managers_senior,13,TRUE
Hackney,Bromley,2_professional,24,TRUE
Hackney,Bromley,3_associate_professional,22,TRUE
Hackney,Bromley,4_administrative,7,FALSE
Hackney,Bromley,5_trade,10,FALSE
Hackney,Bromley,6_caring_leisure,15,FALSE
Hackney,Bromley,7_sales_customer,8,FALSE
Hackney,Bromley,8_machine_operatives,5,FALSE
