o_bor,d_bor,occ_type,count,is_prof
Tower Hamlets,Kingston upon Thames,6_caring_leisure,7,FALSE
Tower Hamlets,Kingston upon Thames,7_sales_customer,15,FALSE
Tower Hamlets,Kingston upon Thames,8_machine_operatives,3,FALSE
Tower Hamlets,Kingston upon Thames,9_elementary,6,FALSE
Tower Hamlets,Lambeth,1_managers_senior,147,TRUE
Tower Hamlets,Lambeth,2_professional,533,TRUE
Tower Hamlets,Lambeth,3_associate_professional,324,TRUE
Tower Hamlets,Lambeth,4_administrative,150,FALSE
Tower Hamlets,Lambeth,5_trade,97,FALSE
Tower Hamlets,Lambeth,6_caring_leisure,104,FALSE
Tower Hamlets,Lambeth,7_sales_customer,125,FALSE
Tower Hamlets,Lambeth,8_machine_operatives,40,FALSE
Tower Hamlets,Lambeth,9_elementary,200,FALSE
Tower Hamlets,Lewisham,1_managers_senior,35,TRUE
Tower Hamlets,Lewisham,2_professional,139,TRUE
Tower Hamlets,Lewisham,3_associate_professional,65,TRUE
Tower Hamlets,Lewisham,4_administrative,38,FALSE
Tower Hamlets,Lewisham,5_trade,74,FALSE
Tower Hamlets,Lewisham,6_caring_leisure,42,FALSE
Tower Hamlets,Lewisham,7_sales_customer,54,FALSE
Tower Hamlets,Lewisham,8_machine_operatives,33,FALSE
Tower Hamlets,Lewisham,9_elementary,72,FALSE
Tower Hamlets,Merton,1_managers_senior,14,TRUE
Tower Hamlets,Merton,2_professional,38,TRUE
Tower Hamlets,Merton,3_associate_professional,37,TRUE
Tower Hamlets,Merton,4_administrative,17,FALSE
Tower Hamlets,Merton,5_trade,12,FALSE
Tower Hamlets,Merton,6_caring_leisure,14,FALSE
Tower Hamlets,Merton,7_sales_customer,28,FALSE
Tower Hamlets,Merton,8_machine_operatives,12,FALSE
Tower Hamlets,Merton,9_elementary,25,FALSE
Tower Hamlets,Newham,1_managers_senior,213,TRUE
Tower Hamlets,Newham,2_professional,734,TRUE
Tower Hamlets,Newham,3_associate_professional,308,TRUE
Tower Hamlets,Newham,4_administrative,319,FALSE
Tower Hamlets,Newham,5_trade,198,FALSE
Tower Hamlets,Newham,6_caring_leisure,262,FALSE
Tower Hamlets,Newham,7_sales_customer,335,FALSE
Tower Hamlets,Newham,8_machine_operatives,240,FALSE
Tower Hamlets,Newham,9_elementary,364,FALSE
Tower Hamlets,Redbridge,1_managers_senior,37,TRUE
Tower Hamlets,Redbridge,2_professional,223,TRUE
Tower Hamlets,Redbridge,3_associate_professional,71,TRUE
Tower Hamlets,Redbridge,4_administrative,58,FALSE
Tower Hamlets,Redbridge,5_trade,40,FALSE
Tower Hamlets,Redbridge,6_caring_leisure,60,FALSE
Tower Hamlets,Redbridge,7_sales_customer,67,FALSE
Tower Hamlets,Redbridge,8_machine_operatives,38,FALSE
Tower Hamlets,Redbridge,9_elementary,44,FALSE
Tower Hamlets,Richmond upon Thames,1_managers_senior,31,TRUE
Tower Hamlets,Richmond upon Thames,2_professional,54,TRUE
Tower Hamlets,Richmond upon Thames,3_associate_professional,51,TRUE
Tower Hamlets,Richmond upon Thames,4_administrative,19,FALSE
Tower Hamlets,Richmond upon Thames,5_trade,20,FALSE
Tower Hamlets,Richmond upon Thames,6_caring_leisure,15,FALSE
Tower Hamlets,Richmond upon Thames,7_sales_customer,27,FALSE
Tower Hamlets,Richmond upon Thames,8_machine_operatives,5,FALSE
Tower Hamlets,Richmond upon Thames,9_elementary,26,FALSE
Tower Hamlets,Southwark,1_managers_senior,419,TRUE
Tower Hamlets,Southwark,2_professional,1340,TRUE
Tower Hamlets,Southwark,3_associate_professional,863,TRUE
Tower Hamlets,Southwark,4_administrative,411,FALSE
Tower Hamlets,Southwark,5_trade,153,FALSE
Tower Hamlets,Southwark,6_caring_leisure,129,FALSE
Tower Hamlets,Southwark,7_sales_customer,298,FALSE
Tower Hamlets,Southwark,8_machine_operatives,95,FALSE
Tower Hamlets,Southwark,9_elementary,349,FALSE
Tower Hamlets,Sutton,1_managers_senior,8,TRUE
Tower Hamlets,Sutton,2_professional,23,TRUE
Tower Hamlets,Sutton,3_associate_professional,10,TRUE
Tower Hamlets,Sutton,4_administrative,4,FALSE
Tower Hamlets,Sutton,5_trade,21,FALSE
Tower Hamlets,Sutton,6_caring_leisure,7,FALSE
Tower Hamlets,Sutton,7_sales_customer,9,FALSE
Tower Hamlets,Sutton,8_machine_operatives,4,FALSE
Tower Hamlets,Sutton,9_elementary,32,FALSE
Tower Hamlets,Tower Hamlets,1_managers_senior,3628,TRUE
Tower Hamlets,Tower Hamlets,2_professional,7101,TRUE
Tower Hamlets,Tower Hamlets,3_associate_professional,5305,TRUE
Tower Hamlets,Tower Hamlets,4_administrative,3563,FALSE
Tower Hamlets,Tower Hamlets,5_trade,1223,FALSE
Tower Hamlets,Tower Hamlets,6_caring_leisure,3069,FALSE
Tower Hamlets,Tower Hamlets,7_sales_customer,2362,FALSE
Tower Hamlets,Tower Hamlets,8_machine_operatives,1121,FALSE
Tower Hamlets,Tower Hamlets,9_elementary,3116,FALSE
Tower Hamlets,Waltham Forest,1_managers_senior,70,TRUE
Tower Hamlets,Waltham Forest,2_professional,222,TRUE
Tower Hamlets,Waltham Forest,3_associate_professional,109,TRUE
Tower Hamlets,Waltham Forest,4_administrative,75,FALSE
Tower Hamlets,Waltham Forest,5_trade,78,FALSE
Tower Hamlets,Waltham Forest,6_caring_leisure,59,FALSE
Tower Hamlets,Waltham Forest,7_sales_customer,100,FALSE
Tower Hamlets,Waltham Forest,8_machine_operatives,120,FALSE
Tower Hamlets,Waltham Forest,9_elementary,110,FALSE
Tower Hamlets,Wandsworth,1_managers_senior,85,TRUE
Tower Hamlets,Wandsworth,2_professional,187,TRUE
Tower Hamlets,Wandsworth,3_associate_professional,118,TRUE
Tower Hamlets,Wandsworth,4_administrative,66,FALSE
Tower Hamlets,Wandsworth,5_trade,51,FALSE
Tower Hamlets,Wandsworth,6_caring_leisure,37,FALSE
Tower Hamlets,Wandsworth,7_sales_customer,56,FALSE
Tower Hamlets,Wandsworth,8_machine_operatives,32,FALSE
Tower Hamlets,Wandsworth,9_elementary,68,FALSE
Tower Hamlets,Westminster,1_managers_senior,1628,TRUE
Tower Hamlets,Westminster,2_professional,3311,TRUE
Tower Hamlets,Westminster,3_associate_professional,3025,TRUE
Tower Hamlets,Westminster,4_administrative,1959,FALSE
Tower Hamlets,Westminster,5_trade,587,FALSE
Tower Hamlets,Westminster,6_caring_leisure,496,FALSE
Tower Hamlets,Westminster,7_sales_customer,1738,FALSE
Tower Hamlets,Westminster,8_machine_operatives,147,FALSE
Tower Hamlets,Westminster,9_elementary,1450,FALSE
Waltham Forest,Barking and Dagenham,1_managers_senior,104,TRUE
Waltham Forest,Barking and Dagenham,2_professional,245,TRUE
Waltham Forest,Barking and Dagenham,3_associate_professional,106,TRUE
Waltham Forest,Barking and Dagenham,4_administrative,102,FALSE
Waltham Forest,Barking and Dagenham,5_trade,85,FALSE
Waltham Forest,Barking and Dagenham,6_caring_leisure,40,FALSE
Waltham Forest,Barking and Dagenham,7_sales_customer,69,FALSE
Waltham Forest,Barking and Dagenham,8_machine_operatives,134,FALSE
Waltham Forest,Barking and Dagenham,9_elementary,91,FALSE
Waltham Forest,Barnet,1_managers_senior,111,TRUE
Waltham Forest,Barnet,2_professional,211,TRUE
Waltham Forest,Barnet,3_associate_professional,141,TRUE
Waltham Forest,Barnet,4_administrative,78,FALSE
Waltham Forest,Barnet,5_trade,76,FALSE
Waltham Forest,Barnet,6_caring_leisure,100,FALSE
Waltham Forest,Barnet,7_sales_customer,126,FALSE
Waltham Forest,Barnet,8_machine_operatives,63,FALSE
Waltham Forest,Barnet,9_elementary,95,FALSE
Waltham Forest,Bexley,1_managers_senior,9,TRUE
Waltham Forest,Bexley,2_professional,17,TRUE
Waltham Forest,Bexley,3_associate_professional,6,TRUE
Waltham Forest,Bexley,4_administrative,10,FALSE
Waltham Forest,Bexley,5_trade,12,FALSE
Waltham Forest,Bexley,6_caring_leisure,5,FALSE
Waltham Forest,Bexley,7_sales_customer,3,FALSE
Waltham Forest,Bexley,8_machine_operatives,18,FALSE
Waltham Forest,Bexley,9_elementary,20,FALSE
Waltham Forest,Brent,1_managers_senior,58,TRUE
Waltham Forest,Brent,2_professional,111,TRUE
Waltham Forest,Brent,3_associate_professional,79,TRUE
Waltham Forest,Brent,4_administrative,66,FALSE
Waltham Forest,Brent,5_trade,69,FALSE
Waltham Forest,Brent,6_caring_leisure,78,FALSE
Waltham Forest,Brent,7_sales_customer,102,FALSE
Waltham Forest,Brent,8_machine_operatives,67,FALSE
Waltham Forest,Brent,9_elementary,93,FALSE
Waltham Forest,Bromley,1_managers_senior,14,TRUE
Waltham Forest,Bromley,2_professional,30,TRUE
Waltham Forest,Bromley,3_associate_professional,23,TRUE
Waltham Forest,Bromley,4_administrative,11,FALSE
Waltham Forest,Bromley,5_trade,16,FALSE
Waltham Forest,Bromley,6_caring_leisure,6,FALSE
Waltham Forest,Bromley,7_sales_customer,7,FALSE
Waltham Forest,Bromley,8_machine_operatives,11,FALSE
Waltham Forest,Bromley,9_elementary,26,FALSE
Waltham Forest,Camden,1_managers_senior,581,TRUE
Waltham Forest,Camden,2_professional,1599,TRUE
Waltham Forest,Camden,3_associate_professional,930,TRUE
Waltham Forest,Camden,4_administrative,1040,FALSE
Waltham Forest,Camden,5_trade,347,FALSE
Waltham Forest,Camden,6_caring_leisure,363,FALSE
Waltham Forest,Camden,7_sales_customer,456,FALSE
Waltham Forest,Camden,8_machine_operatives,152,FALSE
Waltham Forest,Camden,9_elementary,669,FALSE
Waltham Forest,City of London,1_managers_senior,623,TRUE
Waltham Forest,City of London,2_professional,1169,TRUE
Waltham Forest,City of London,3_associate_professional,1218,TRUE
Waltham Forest,City of London,4_administrative,1332,FALSE
Waltham Forest,City of London,5_trade,308,FALSE
Waltham Forest,City of London,6_caring_leisure,152,FALSE
Waltham Forest,City of London,7_sales_customer,308,FALSE
Waltham Forest,City of London,8_machine_operatives,70,FALSE
Waltham Forest,City of London,9_elementary,651,FALSE
Waltham Forest,Croydon,1_managers_senior,37,TRUE
Waltham Forest,Croydon,2_professional,25,TRUE
Waltham Forest,Croydon,3_associate_professional,14,TRUE
Waltham Forest,Croydon,4_administrative,10,FALSE
Waltham Forest,Croydon,5_trade,19,FALSE
Waltham Forest,Croydon,6_caring_leisure,13,FALSE
Waltham Forest,Croydon,7_sales_customer,39,FALSE
Waltham Forest,Croydon,8_machine_operatives,8,FALSE
Waltham Forest,Croydon,9_elementary,18,FALSE
Waltham Forest,Ealing,1_managers_senior,54,TRUE
Waltham Forest,Ealing,2_professional,100,TRUE
Waltham Forest,Ealing,3_associate_professional,98,TRUE
Waltham Forest,Ealing,4_administrative,47,FALSE
Waltham Forest,Ealing,5_trade,69,FALSE
Waltham Forest,Ealing,6_caring_leisure,33,FALSE
Waltham Forest,Ealing,7_sales_customer,55,FALSE
Waltham Forest,Ealing,8_machine_operatives,40,FALSE
Waltham Forest,Ealing,9_elementary,68,FALSE
Waltham Forest,Enfield,1_managers_senior,356,TRUE
Waltham Forest,Enfield,2_professional,582,TRUE
Waltham Forest,Enfield,3_associate_professional,369,TRUE
Waltham Forest,Enfield,4_administrative,416,FALSE
Waltham Forest,Enfield,5_trade,283,FALSE
Waltham Forest,Enfield,6_caring_leisure,256,FALSE
Waltham Forest,Enfield,7_sales_customer,402,FALSE
Waltham Forest,Enfield,8_machine_operatives,370,FALSE
Waltham Forest,Enfield,9_elementary,388,FALSE
Waltham Forest,Greenwich,1_managers_senior,50,TRUE
Waltham Forest,Greenwich,2_professional,105,TRUE
Waltham Forest,Greenwich,3_associate_professional,67,TRUE
Waltham Forest,Greenwich,4_administrative,39,FALSE
Waltham Forest,Greenwich,5_trade,60,FALSE
Waltham Forest,Greenwich,6_caring_leisure,19,FALSE
Waltham Forest,Greenwich,7_sales_customer,54,FALSE
Waltham Forest,Greenwich,8_machine_operatives,59,FALSE
Waltham Forest,Greenwich,9_elementary,82,FALSE
Waltham Forest,Hackney,1_managers_senior,456,TRUE
Waltham Forest,Hackney,2_professional,979,TRUE
Waltham Forest,Hackney,3_associate_professional,611,TRUE
Waltham Forest,Hackney,4_administrative,596,FALSE
Waltham Forest,Hackney,5_trade,313,FALSE
Waltham Forest,Hackney,6_caring_leisure,479,FALSE
Waltham Forest,Hackney,7_sales_customer,354,FALSE
Waltham Forest,Hackney,8_machine_operatives,294,FALSE
Waltham Forest,Hackney,9_elementary,326,FALSE
Waltham Forest,Hammersmith and Fulham,1_managers_senior,129,TRUE
Waltham Forest,Hammersmith and Fulham,2_professional,247,TRUE
Waltham Forest,Hammersmith and Fulham,3_associate_professional,261,TRUE
Waltham Forest,Hammersmith and Fulham,4_administrative,137,FALSE
Waltham Forest,Hammersmith and Fulham,5_trade,61,FALSE
Waltham Forest,Hammersmith and Fulham,6_caring_leisure,77,FALSE
Waltham Forest,Hammersmith and Fulham,7_sales_customer,182,FALSE
Waltham Forest,Hammersmith and Fulham,8_machine_operatives,55,FALSE
Waltham Forest,Hammersmith and Fulham,9_elementary,149,FALSE
Waltham Forest,Haringey,1_managers_senior,271,TRUE
Waltham Forest,Haringey,2_professional,447,TRUE
Waltham Forest,Haringey,3_associate_professional,328,TRUE
Waltham Forest,Haringey,4_administrative,317,FALSE
Waltham Forest,Haringey,5_trade,228,FALSE
Waltham Forest,Haringey,6_caring_leisure,208,FALSE
Waltham Forest,Haringey,7_sales_customer,358,FALSE
Waltham Forest,Haringey,8_machine_operatives,373,FALSE
Waltham Forest,Haringey,9_elementary,338,FALSE
Waltham Forest,Harrow,1_managers_senior,6,TRUE
Waltham Forest,Harrow,2_professional,32,TRUE
Waltham Forest,Harrow,3_associate_professional,13,TRUE
Waltham Forest,Harrow,4_administrative,15,FALSE
Waltham Forest,Harrow,5_trade,14,FALSE
Waltham Forest,Harrow,6_caring_leisure,11,FALSE
Waltham Forest,Harrow,7_sales_customer,10,FALSE
Waltham Forest,Harrow,8_machine_operatives,5,FALSE
Waltham Forest,Harrow,9_elementary,21,FALSE
Waltham Forest,Havering,1_managers_senior,83,TRUE
Waltham Forest,Havering,2_professional,201,TRUE
Waltham Forest,Havering,3_associate_professional,66,TRUE
Waltham Forest,Havering,4_administrative,77,FALSE
Waltham Forest,Havering,5_trade,102,FALSE
Waltham Forest,Havering,6_caring_leisure,37,FALSE
Waltham Forest,Havering,7_sales_customer,46,FALSE
Waltham Forest,Havering,8_machine_operatives,62,FALSE
Waltham Forest,Havering,9_elementary,66,FALSE
Waltham Forest,Hillingdon,1_managers_senior,12,TRUE
Waltham Forest,Hillingdon,2_professional,37,TRUE
Waltham Forest,Hillingdon,3_associate_professional,19,TRUE
Waltham Forest,Hillingdon,4_administrative,37,FALSE
Waltham Forest,Hillingdon,5_trade,26,FALSE
Waltham Forest,Hillingdon,6_caring_leisure,21,FALSE
Waltham Forest,Hillingdon,7_sales_customer,11,FALSE
Waltham Forest,Hillingdon,8_machine_operatives,42,FALSE
Waltham Forest,Hillingdon,9_elementary,43,FALSE
Waltham Forest,Hounslow,1_managers_senior,17,TRUE
Waltham Forest,Hounslow,2_professional,67,TRUE
Waltham Forest,Hounslow,3_associate_professional,62,TRUE
Waltham Forest,Hounslow,4_administrative,24,FALSE
Waltham Forest,Hounslow,5_trade,34,FALSE
Waltham Forest,Hounslow,6_caring_leisure,17,FALSE
Waltham Forest,Hounslow,7_sales_customer,30,FALSE
Waltham Forest,Hounslow,8_machine_operatives,29,FALSE
Waltham Forest,Hounslow,9_elementary,35,FALSE
Waltham Forest,Islington,1_managers_senior,523,TRUE
Waltham Forest,Islington,2_professional,1039,TRUE
Waltham Forest,Islington,3_associate_professional,839,TRUE
Waltham Forest,Islington,4_administrative,774,FALSE
Waltham Forest,Islington,5_trade,336,FALSE
Waltham Forest,Islington,6_caring_leisure,300,FALSE
Waltham Forest,Islington,7_sales_customer,341,FALSE
Waltham Forest,Islington,8_machine_operatives,206,FALSE
Waltham Forest,Islington,9_elementary,429,FALSE
Waltham Forest,Kensington and Chelsea,1_managers_senior,137,TRUE
Waltham Forest,Kensington and Chelsea,2_professional,212,TRUE
Waltham Forest,Kensington and Chelsea,3_associate_professional,179,TRUE
Waltham Forest,Kensington and Chelsea,4_administrative,179,FALSE
Waltham Forest,Kensington and Chelsea,5_trade,123,FALSE
Waltham Forest,Kensington and Chelsea,6_caring_leisure,182,FALSE
Waltham Forest,Kensington and Chelsea,7_sales_customer,247,FALSE
Waltham Forest,Kensington and Chelsea,8_machine_operatives,42,FALSE
Waltham Forest,Kensington and Chelsea,9_elementary,269,FALSE
Waltham Forest,Kingston upon Thames,1_managers_senior,9,TRUE
Waltham Forest,Kingston upon Thames,2_professional,36,TRUE
Waltham Forest,Kingston upon Thames,3_associate_professional,6,TRUE
Waltham Forest,Kingston upon Thames,4_administrative,6,FALSE
Waltham Forest,Kingston upon Thames,5_trade,7,FALSE
Waltham Forest,Kingston upon Thames,6_caring_leisure,2,FALSE
Waltham Forest,Kingston upon Thames,7_sales_customer,1,FALSE
Waltham Forest,Kingston upon Thames,8_machine_operatives,2,FALSE
Waltham Forest,Kingston upon Thames,9_elementary,6,FALSE
Waltham Forest,Lambeth,1_managers_senior,105,TRUE
Waltham Forest,Lambeth,2_professional,307,TRUE
Waltham Forest,Lambeth,3_associate_professional,226,TRUE
Waltham Forest,Lambeth,4_administrative,153,FALSE
Waltham Forest,Lambeth,5_trade,87,FALSE
Waltham Forest,Lambeth,6_caring_leisure,80,FALSE
Waltham Forest,Lambeth,7_sales_customer,93,FALSE
Waltham Forest,Lambeth,8_machine_operatives,49,FALSE
Waltham Forest,Lambeth,9_elementary,162,FALSE
Waltham Forest,Lewisham,1_managers_senior,39,TRUE
Waltham Forest,Lewisham,2_professional,67,TRUE
Waltham Forest,Lewisham,3_associate_professional,25,TRUE
Waltham Forest,Lewisham,4_administrative,20,FALSE
Waltham Forest,Lewisham,5_trade,34,FALSE
Waltham Forest,Lewisham,6_caring_leisure,23,FALSE
Waltham Forest,Lewisham,7_sales_customer,35,FALSE
Waltham Forest,Lewisham,8_machine_operatives,68,FALSE
Waltham Forest,Lewisham,9_elementary,50,FALSE
Waltham Forest,Merton,1_managers_senior,21,TRUE
Waltham Forest,Merton,2_professional,27,TRUE
Waltham Forest,Merton,3_associate_professional,18,TRUE
Waltham Forest,Merton,4_administrative,19,FALSE
Waltham Forest,Merton,5_trade,66,FALSE
Waltham Forest,Merton,6_caring_leisure,7,FALSE
Waltham Forest,Merton,7_sales_customer,31,FALSE
Waltham Forest,Merton,8_machine_operatives,12,FALSE
Waltham Forest,Merton,9_elementary,25,FALSE
Waltham Forest,Newham,1_managers_senior,319,TRUE
Waltham Forest,Newham,2_professional,1011,TRUE
Waltham Forest,Newham,3_associate_professional,457,TRUE
Waltham Forest,Newham,4_administrative,613,FALSE
Waltham Forest,Newham,5_trade,255,FALSE
Waltham Forest,Newham,6_caring_leisure,360,FALSE
Waltham Forest,Newham,7_sales_customer,370,FALSE
Waltham Forest,Newham,8_machine_operatives,309,FALSE
Waltham Forest,Newham,9_elementary,497,FALSE
Waltham Forest,Redbridge,1_managers_senior,331,TRUE
Waltham Forest,Redbridge,2_professional,861,TRUE
Waltham Forest,Redbridge,3_associate_professional,355,TRUE
Waltham Forest,Redbridge,4_administrative,553,FALSE
Waltham Forest,Redbridge,5_trade,271,FALSE
Waltham Forest,Redbridge,6_caring_leisure,493,FALSE
Waltham Forest,Redbridge,7_sales_customer,366,FALSE
Waltham Forest,Redbridge,8_machine_operatives,183,FALSE
Waltham Forest,Redbridge,9_elementary,388,FALSE
Waltham Forest,Richmond upon Thames,1_managers_senior,16,TRUE
Waltham Forest,Richmond upon Thames,2_professional,36,TRUE
Waltham Forest,Richmond upon Thames,3_associate_professional,13,TRUE
Waltham Forest,Richmond upon Thames,4_administrative,20,FALSE
Waltham Forest,Richmond upon Thames,5_trade,16,FALSE
Waltham Forest,Richmond upon Thames,6_caring_leisure,11,FALSE
Waltham Forest,Richmond upon Thames,7_sales_customer,11,FALSE
Waltham Forest,Richmond upon Thames,8_machine_operatives,7,FALSE
Waltham Forest,Richmond upon Thames,9_elementary,15,FALSE
Waltham Forest,Southwark,1_managers_senior,244,TRUE
Waltham Forest,Southwark,2_professional,547,TRUE
Waltham Forest,Southwark,3_associate_professional,377,TRUE
Waltham Forest,Southwark,4_administrative,400,FALSE
Waltham Forest,Southwark,5_trade,122,FALSE
Waltham Forest,Southwark,6_caring_leisure,69,FALSE
Waltham Forest,Southwark,7_sales_customer,147,FALSE
Waltham Forest,Southwark,8_machine_operatives,91,FALSE
Waltham Forest,Southwark,9_elementary,323,FALSE
Waltham Forest,Sutton,1_managers_senior,11,TRUE
Waltham Forest,Sutton,2_professional,14,TRUE
Waltham Forest,Sutton,3_associate_professional,13,TRUE
Waltham Forest,Sutton,4_administrative,2,FALSE
Waltham Forest,Sutton,5_trade,12,FALSE
Waltham Forest,Sutton,6_caring_leisure,4,FALSE
Waltham Forest,Sutton,7_sales_customer,0,FALSE
Waltham Forest,Sutton,8_machine_operatives,3,FALSE
Waltham Forest,Sutton,9_elementary,22,FALSE
Waltham Forest,Tower Hamlets,1_managers_senior,630,TRUE
Waltham Forest,Tower Hamlets,2_professional,1271,TRUE
Waltham Forest,Tower Hamlets,3_associate_professional,810,TRUE
Waltham Forest,Tower Hamlets,4_administrative,841,FALSE
Waltham Forest,Tower Hamlets,5_trade,326,FALSE
Waltham Forest,Tower Hamlets,6_caring_leisure,310,FALSE
Waltham Forest,Tower Hamlets,7_sales_customer,391,FALSE
Waltham Forest,Tower Hamlets,8_machine_operatives,206,FALSE
Waltham Forest,Tower Hamlets,9_elementary,497,FALSE
Waltham Forest,Waltham Forest,1_managers_senior,1534,TRUE
Waltham Forest,Waltham Forest,2_professional,3755,TRUE
Waltham Forest,Waltham Forest,3_associate_professional,1569,TRUE
Waltham Forest,Waltham Forest,4_administrative,2884,FALSE
Waltham Forest,Waltham Forest,5_trade,1292,FALSE
Waltham Forest,Waltham Forest,6_caring_leisure,3470,FALSE
Waltham Forest,Waltham Forest,7_sales_customer,2556,FALSE
Waltham Forest,Waltham Forest,8_machine_operatives,1479,FALSE
Waltham Forest,Waltham Forest,9_elementary,3042,FALSE
Waltham Forest,Wandsworth,1_managers_senior,51,TRUE
Waltham Forest,Wandsworth,2_professional,112,TRUE
Waltham Forest,Wandsworth,3_associate_professional,93,TRUE
Waltham Forest,Wandsworth,4_administrative,56,FALSE
Waltham Forest,Wandsworth,5_trade,49,FALSE
Waltham Forest,Wandsworth,6_caring_leisure,41,FALSE
Waltham Forest,Wandsworth,7_sales_customer,50,FALSE
Waltham Forest,Wandsworth,8_machine_operatives,33,FALSE
Waltham Forest,Wandsworth,9_elementary,102,FALSE
Waltham Forest,Westminster,1_managers_senior,1106,TRUE
Waltham Forest,Westminster,2_professional,1734,TRUE
Waltham Forest,Westminster,3_associate_professional,1596,TRUE
Waltham Forest,Westminster,4_administrative,2177,FALSE
Waltham Forest,Westminster,5_trade,701,FALSE
Waltham Forest,Westminster,6_caring_leisure,580,FALSE
Waltham Forest,Westminster,7_sales_customer,1296,FALSE
Waltham Forest,Westminster,8_machine_operatives,199,FALSE
Waltham Forest,Westminster,9_elementary,1567,FALSE
Wandsworth,Barking and Dagenham,1_managers_senior,5,TRUE
Wandsworth,Barking and Dagenham,2_professional,9,TRUE
Wandsworth,Barking and Dagenham,3_associate_professional,4,TRUE
Wandsworth,Barking and Dagenham,4_administrative,3,FALSE
Wandsworth,Barking and Dagenham,5_trade,4,FALSE
Wandsworth,Barking and Dagenham,6_caring_leisure,2,FALSE
Wandsworth,Barking and Dagenham,7_sales_customer,3,FALSE
Wandsworth,Barking and Dagenham,8_machine_operatives,1,FALSE
Wandsworth,Barking and Dagenham,9_elementary,5,FALSE
Wandsworth,Barnet,1_managers_senior,44,TRUE
Wandsworth,Barnet,2_professional,132,TRUE
Wandsworth,Barnet,3_associate_professional,82,TRUE
Wandsworth,Barnet,4_administrative,26,FALSE
Wandsworth,Barnet,5_trade,25,FALSE
Wandsworth,Barnet,6_caring_leisure,47,FALSE
Wandsworth,Barnet,7_sales_customer,35,FALSE
Wandsworth,Barnet,8_machine_operatives,8,FALSE
Wandsworth,Barnet,9_elementary,32,FALSE
Wandsworth,Bexley,1_managers_senior,10,TRUE
Wandsworth,Bexley,2_professional,28,TRUE
Wandsworth,Bexley,3_associate_professional,11,TRUE
Wandsworth,Bexley,4_administrative,5,FALSE
Wandsworth,Bexley,5_trade,8,FALSE
Wandsworth,Bexley,6_caring_leisure,7,FALSE
Wandsworth,Bexley,7_sales_customer,3,FALSE
Wandsworth,Bexley,8_machine_operatives,2,FALSE
Wandsworth,Bexley,9_elementary,7,FALSE
Wandsworth,Brent,1_managers_senior,113,TRUE
Wandsworth,Brent,2_professional,212,TRUE
Wandsworth,Brent,3_associate_professional,144,TRUE
Wandsworth,Brent,4_administrative,51,FALSE
Wandsworth,Brent,5_trade,26,FALSE
Wandsworth,Brent,6_caring_leisure,32,FALSE
Wandsworth,Brent,7_sales_customer,75,FALSE
Wandsworth,Brent,8_machine_operatives,31,FALSE
Wandsworth,Brent,9_elementary,54,FALSE
Wandsworth,Bromley,1_managers_senior,43,TRUE
Wandsworth,Bromley,2_professional,132,TRUE
Wandsworth,Bromley,3_associate_professional,62,TRUE
Wandsworth,Bromley,4_administrative,24,FALSE
Wandsworth,Bromley,5_trade,23,FALSE
Wandsworth,Bromley,6_caring_leisure,15,FALSE
Wandsworth,Bromley,7_sales_customer,14,FALSE
Wandsworth,Bromley,8_machine_operatives,12,FALSE
Wandsworth,Bromley,9_elementary,23,FALSE
Wandsworth,Camden,1_managers_senior,1361,TRUE
Wandsworth,Camden,2_professional,3322,TRUE
Wandsworth,Camden,3_associate_professional,1988,TRUE
Wandsworth,Camden,4_administrative,918,FALSE
Wandsworth,Camden,5_trade,182,FALSE
Wandsworth,Camden,6_caring_leisure,197,FALSE
Wandsworth,Camden,7_sales_customer,281,FALSE
Wandsworth,Camden,8_machine_operatives,84,FALSE
Wandsworth,Camden,9_elementary,293,FALSE
Wandsworth,City of London,1_managers_senior,3174,TRUE
Wandsworth,City of London,2_professional,6154,TRUE
Wandsworth,City of London,3_associate_professional,5232,TRUE
Wandsworth,City of London,4_administrative,1546,FALSE
Wandsworth,City of London,5_trade,202,FALSE
Wandsworth,City of London,6_caring_leisure,119,FALSE
Wandsworth,City of London,7_sales_customer,223,FALSE
Wandsworth,City of London,8_machine_operatives,41,FALSE
Wandsworth,City of London,9_elementary,265,FALSE
Wandsworth,Croydon,1_managers_senior,148,TRUE
Wandsworth,Croydon,2_professional,582,TRUE
Wandsworth,Croydon,3_associate_professional,182,TRUE
Wandsworth,Croydon,4_administrative,144,FALSE
Wandsworth,Croydon,5_trade,68,FALSE
Wandsworth,Croydon,6_caring_leisure,95,FALSE
Wandsworth,Croydon,7_sales_customer,127,FALSE
Wandsworth,Croydon,8_machine_operatives,55,FALSE
Wandsworth,Croydon,9_elementary,79,FALSE
Wandsworth,Ealing,1_managers_senior,202,TRUE
Wandsworth,Ealing,2_professional,301,TRUE
Wandsworth,Ealing,3_associate_professional,277,TRUE
Wandsworth,Ealing,4_administrative,113,FALSE
Wandsworth,Ealing,5_trade,68,FALSE
Wandsworth,Ealing,6_caring_leisure,71,FALSE
Wandsworth,Ealing,7_sales_customer,87,FALSE
Wandsworth,Ealing,8_machine_operatives,61,FALSE
Wandsworth,Ealing,9_elementary,61,FALSE
Wandsworth,Enfield,1_managers_senior,32,TRUE
Wandsworth,Enfield,2_professional,72,TRUE
Wandsworth,Enfield,3_associate_professional,41,TRUE
Wandsworth,Enfield,4_administrative,10,FALSE
